17,17,17,17,17,17,17,17,-1,-1,-1,18,-1,-1,-1,18,-1,-1,-1,19,-1,-1,-1,19,-1,-1,-1,20,-1,-1,-1,20,-1,-1,-1,21,-1,-1,-1,21,-1,-1,-1,22,-1,-1,-1,22,23,23,23,23,23,23,-1,-1,-1
17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,18,19,19,19,19,19,19,19,19,20,20,20,20,20,20,20,20,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,23,23,23,23,23,23,-1,-1,-1
-1,-1,-1,17,17,17,17,17,-1,-1,-1,18,-1,-1,-1,18,-1,-1,-1,19,-1,-1,-1,19,-1,-1,-1,20,-1,-1,-1,20,-1,-1,-1,21,-1,-1,-1,21,-1,-1,-1,22,-1,-1,-1,22,23,23,23,23,23,23,23,23,25
-1,-1,-1,17,17,17,17,17,-1,-1,-1,18,-1,-1,-1,18,-1,-1,-1,19,-1,-1,-1,19,-1,-1,-1,20,-1,-1,-1,20,-1,-1,-1,21,-1,-1,-1,21,-1,-1,-1,22,-1,-1,-1,22,23,23,23,23,23,23,23,23,25
-1,-1,-1,17,17,17,17,17,18,18,18,18,18,18,18,18,19,19,19,19,19,19,19,19,20,20,20,20,20,20,20,20,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,23,23,23,23,23,23,23,23,25
17,17,17,17,17,17,17,17,-1,-1,-1,18,-1,-1,-1,18,-1,-1,-1,19,-1,-1,-1,19,-1,-1,-1,20,-1,-1,-1,20,-1,-1,-1,21,-1,-1,-1,21,-1,-1,-1,22,-1,-1,-1,22,23,23,23,23,23,23,23,23,25
26,26,26,26,26,26,26,26,-1,-1,-1,27,-1,-1,-1,27,-1,-1,-1,28,-1,-1,-1,28,-1,-1,-1,29,-1,-1,-1,29,-1,-1,-1,30,-1,-1,-1,30,-1,-1,-1,31,-1,-1,-1,31,32,32,32,32,32,32,-1,-1,-1
26,26,26,26,26,26,26,26,27,27,27,27,27,27,27,27,28,28,28,28,28,28,28,28,29,29,29,29,29,29,29,29,30,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,32,32,32,32,32,32,-1,-1,-1
26,26,26,26,26,26,26,26,27,27,27,27,27,27,27,27,28,28,28,28,28,28,28,28,29,29,29,29,29,29,29,29,30,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,32,32,32,32,32,32,-1,-1,-1
26,26,26,26,26,26,26,26,27,27,27,27,27,27,27,27,28,28,28,28,28,28,28,28,29,29,29,29,29,29,29,29,30,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,32,32,32,32,32,32,32,32,33
26,26,26,26,26,26,26,26,27,27,27,27,27,27,27,27,28,28,28,28,28,28,28,28,29,29,29,29,29,29,29,29,30,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,32,32,32,32,32,32,32,32,33
-1,-1,-1,-1,26,26,26,26,27,27,27,27,27,27,27,27,28,28,28,28,28,28,28,28,29,29,29,29,29,29,29,29,30,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,32,32,32,32,32,-1,-1,-1,-1
-1,-1,-1,-1,26,26,-1,-1,-1,27,27,27,27,-1,-1,-1,28,28,28,28,-1,-1,-1,28,29,29,29,-1,-1,-1,29,29,30,30,-1,-1,-1,30,30,30,31,-1,-1,-1,31,31,31,31,-1,-1,-1,32,32,-1,-1,-1,-1
-1,-1,-1,-1,26,26,-1,-1,-1,27,27,27,27,-1,-1,-1,28,28,28,28,-1,-1,-1,28,29,29,29,-1,-1,-1,29,29,30,30,-1,-1,-1,30,30,30,31,-1,-1,-1,31,31,31,31,-1,-1,-1,32,32,-1,-1,-1,-1
-1,-1,-1,-1,34,34,-1,-1,-1,35,35,35,35,-1,-1,-1,36,36,36,36,-1,-1,-1,37,38,38,38,-1,-1,-1,39,39,40,40,-1,-1,-1,41,41,41,42,-1,-1,-1,43,43,43,43,-1,-1,-1,44,44,-1,-1,-1,-1
