level,node_id,coarse_row,coarse_col,fine_row,fine_col,num_children
1,139,9,431,18,862,4
1,140,9,432,18,864,4
1,141,9,433,18,866,4
1,142,9,434,18,868,4
1,143,9,435,18,870,4
1,144,9,436,18,872,4
1,145,9,437,18,874,4
1,146,9,438,19,876,2
1,147,9,439,19,878,2
1,148,9,440,18,880,4
1,149,9,441,18,882,4
1,150,9,442,18,884,4
1,151,9,443,18,886,4
1,152,9,444,18,888,4
1,153,9,445,18,890,2
1,154,10,416,20,832,4
1,155,10,417,20,834,4
1,156,10,418,20,836,4
1,157,10,419,20,838,4
1,158,10,420,20,840,4
1,159,10,421,20,842,4
1,160,10,422,20,844,1
1,161,10,426,20,853,2
1,162,10,427,20,854,4
1,163,10,428,20,856,4
1,164,10,429,20,858,4
1,165,10,430,20,860,4
1,166,10,431,20,862,4
1,167,10,432,20,864,4
1,168,10,433,20,866,4
1,169,10,434,20,868,4
1,170,10,435,20,870,4
1,171,10,436,20,872,4
1,172,10,437,20,874,4
1,173,10,438,20,876,4
1,174,10,439,20,878,4
1,175,10,440,20,880,4
1,176,10,441,20,882,4
1,177,10,442,20,884,4
1,178,10,443,20,886,4
1,179,10,444,20,888,4
1,180,10,445,20,890,4
1,181,11,415,22,831,2
1,182,11,416,22,832,4
1,183,11,417,22,834,4
1,184,11,418,22,836,4
1,185,11,419,22,838,4
1,186,11,420,22,840,4
1,187,11,421,22,842,4
1,188,11,427,22,854,4
1,189,11,428,22,856,4
1,190,11,429,22,858,4
1,191,11,430,22,860,4
1,192,11,431,22,862,4
1,193,11,432,22,864,2
1,194,11,433,22,866,2
1,195,11,434,22,868,4
1,196,11,435,22,870,4
1,197,11,436,22,872,4
1,198,11,437,22,874,4
1,199,11,438,22,876,4
1,200,11,439,22,878,4
1,201,11,440,22,880,4
1,202,11,441,22,882,4
1,203,11,442,22,884,4
1,204,11,443,22,886,4
1,205,11,444,22,888,4
1,206,11,445,22,890,3
1,207,11,446,22,892,1
1,208,12,415,24,831,2
1,209,12,416,24,832,4
1,210,12,417,24,834,4
1,211,12,418,24,836,4
1,212,12,419,24,838,4
1,213,12,420,24,840,4
1,214,12,421,24,842,3
1,215,12,427,24,854,4
1,216,12,428,24,856,4
1,217,12,429,24,858,4
1,218,12,430,24,860,4
1,219,12,431,24,862,4
1,220,12,432,24,864,4
1,221,12,433,24,866,4
1,222,12,434,25,868,1
1,223,12,435,24,870,3
1,224,12,436,24,872,4
1,225,12,437,24,874,4
1,226,12,438,24,876,4
1,227,12,439,24,878,4
1,228,12,440,24,880,4
1,229,12,441,24,882,4
1,230,12,442,24,884,4
1,231,12,443,24,886,4
1,232,12,444,24,888,3
1,233,13,415,26,831,2
1,234,13,416,26,832,4
1,235,13,417,26,834,3
1,236,13,418,26,836,3
1,237,13,419,26,838,4
1,238,13,420,26,840,3
1,239,13,421,26,842,1
1,240,13,427,26,855,2
1,241,13,428,26,856,4
1,242,13,429,26,858,4
1,243,13,430,26,860,4
1,244,13,431,26,862,4
1,245,13,432,26,864,4
1,246,13,433,26,866,4
1,247,13,434,26,868,4
1,248,13,435,27,870,1
1,249,13,436,26,872,3
1,250,13,437,26,874,4
1,251,13,438,26,876,4
1,252,13,439,26,878,4
1,253,13,440,26,880,4
1,254,13,441,26,882,4
1,255,13,442,26,884,4
1,256,13,443,26,886,2
1,257,13,444,27,889,1
1,258,13,445,27,890,2
1,259,13,446,26,892,4
1,260,13,447,26,894,4
1,261,13,448,27,896,1
1,262,14,415,28,831,1
1,263,14,416,28,832,1
1,264,14,427,28,855,2
1,265,14,428,28,856,4
1,266,14,429,28,858,4
1,267,14,430,28,860,4
1,268,14,431,28,862,4
1,269,14,432,28,864,4
1,270,14,433,28,866,4
1,271,14,434,28,868,4
1,272,14,435,28,870,4
1,273,14,436,28,873,2
1,274,14,437,28,874,4
1,275,14,438,28,876,4
1,276,14,439,28,878,4
1,277,14,440,28,880,4
1,278,14,441,28,882,4
1,279,14,442,28,884,4
1,280,14,444,28,888,4
1,281,14,445,28,890,4
1,282,14,446,28,892,4
1,283,14,447,28,894,4
1,284,14,448,28,896,4
1,285,14,449,28,898,3
1,286,15,427,30,854,4
1,287,15,428,30,856,4
1,288,15,429,30,858,4
1,289,15,430,30,860,4
1,290,15,431,30,862,4
1,291,15,432,30,864,4
1,292,15,433,30,866,4
1,293,15,434,30,868,4
1,294,15,435,30,870,4
1,295,15,436,30,872,2
1,296,15,437,30,874,4
1,297,15,438,30,876,4
1,298,15,439,30,878,4
1,299,15,440,30,880,4
1,300,15,441,30,882,4
1,301,15,442,30,884,2
1,302,15,443,30,887,1
1,303,15,444,30,888,2
1,304,15,445,30,890,4
1,305,15,446,30,892,4
1,306,15,447,30,894,4
1,307,15,448,30,896,4
1,308,15,449,30,898,4
1,309,16,426,32,853,2
1,310,16,427,32,854,4
1,311,16,428,32,856,4
1,312,16,429,32,858,4
1,313,16,430,32,860,4
1,314,16,431,32,862,4
1,315,16,432,32,864,4
1,316,16,433,32,866,4
1,317,16,434,32,868,4
1,318,16,435,32,870,4
1,319,16,436,32,872,3
1,320,16,437,32,874,4
1,321,16,438,32,876,4
1,322,16,439,32,878,4
1,323,16,440,32,880,4
1,324,16,441,32,882,4
1,325,16,445,32,891,2
1,326,16,446,32,892,4
1,327,16,447,32,894,4
1,328,16,448,32,896,4
1,329,16,449,32,898,4
1,330,16,450,33,900,1
1,331,17,414,34,829,2
1,332,17,426,34,853,2
1,333,17,427,34,854,4
1,334,17,428,34,856,4
1,335,17,429,34,858,4
1,336,17,430,34,860,4
1,337,17,431,34,862,4
1,338,17,432,34,864,4
1,339,17,433,34,866,4
1,340,17,434,34,868,4
1,341,17,435,34,870,4
1,342,17,436,34,873,3
1,343,17,437,34,874,4
1,344,17,438,34,876,4
1,345,17,439,34,878,4
1,346,17,440,34,880,4
1,347,17,441,34,882,1
1,348,17,445,34,891,1
1,349,17,446,34,892,2
1,350,17,447,34,894,4
1,351,17,448,34,896,4
1,352,17,449,34,898,4
1,353,17,450,34,900,2
1,354,18,414,36,828,4
1,355,18,426,36,852,4
1,356,18,427,36,854,4
1,357,18,428,36,856,4
1,358,18,429,36,858,4
1,359,18,430,36,860,4
1,360,18,431,36,862,4
1,361,18,432,36,864,4
1,362,18,433,36,866,4
1,363,18,434,36,868,4
1,364,18,435,36,870,4
1,365,18,436,36,872,4
1,366,18,437,36,874,4
1,367,18,438,36,876,4
1,368,18,439,36,878,4
1,369,18,440,36,880,2
1,370,18,447,36,895,1
1,371,18,448,36,896,4
1,372,18,449,36,898,4
1,373,18,450,36,900,2
1,374,19,413,39,827,1
1,375,19,414,38,828,4
1,376,19,426,38,852,4
1,377,19,427,38,854,4
1,378,19,428,38,856,4
1,379,19,429,38,858,4
1,380,19,430,38,860,4
1,381,19,431,38,862,4
1,382,19,432,38,864,4
1,383,19,433,38,866,4
1,384,19,434,38,868,4
1,385,19,435,38,870,4
1,386,19,436,38,872,4
1,387,19,437,38,874,4
1,388,19,438,38,876,4
1,389,19,439,38,878,4
1,390,19,440,38,880,3
1,391,19,443,39,887,1
1,392,19,448,38,896,4
1,393,19,449,38,898,4
1,394,20,413,40,827,2
1,395,20,414,40,828,4
1,396,20,415,41,830,1
1,397,20,425,40,851,2
1,398,20,426,40,852,4
1,399,20,427,40,854,4
1,400,20,428,40,856,4
1,401,20,429,40,858,4
1,402,20,430,40,860,4
1,403,20,431,40,862,4
1,404,20,432,40,864,4
1,405,20,433,40,866,4
1,406,20,434,40,868,4
1,407,20,435,40,870,4
1,408,20,436,40,872,4
1,409,20,437,40,874,4
1,410,20,438,40,876,4
1,411,20,439,40,878,4
1,412,20,440,40,880,4
1,413,20,441,40,883,2
1,414,20,442,40,884,4
1,415,20,443,40,886,4
1,416,20,448,40,896,4
1,417,20,449,40,898,4
1,418,21,413,42,827,3
1,419,21,414,42,828,4
1,420,21,415,42,830,4
1,421,21,416,42,832,3
1,422,21,417,43,834,2
1,423,21,424,43,848,1
1,424,21,425,42,850,4
1,425,21,426,42,852,4
1,426,21,427,42,854,4
1,427,21,428,42,856,4
1,428,21,429,42,858,4
1,429,21,430,42,860,4
1,430,21,431,42,862,4
1,431,21,432,42,864,4
1,432,21,433,42,866,4
1,433,21,434,42,868,3
1,434,21,435,42,870,3
1,435,21,436,42,872,4
1,436,21,437,42,874,4
1,437,21,438,42,876,4
1,438,21,439,42,878,4
1,439,21,440,42,880,3
1,440,21,441,42,883,2
1,441,21,442,42,884,4
1,442,21,443,42,886,4
1,443,21,444,42,888,3
1,444,21,447,42,895,3
1,445,21,448,42,896,4
1,446,21,449,42,898,2
1,447,22,413,44,827,2
1,448,22,414,44,828,4
1,449,22,415,44,830,4
1,450,22,416,44,832,4
1,451,22,417,44,834,2
1,452,22,423,44,847,2
1,453,22,424,44,848,4
1,454,22,425,44,851,2
1,455,22,426,44,852,4
1,456,22,427,44,854,4
1,457,22,428,44,856,4
1,458,22,429,44,858,4
1,459,22,430,44,860,4
1,460,22,431,44,862,4
1,461,22,432,44,864,4
1,462,22,433,44,866,4
1,463,22,434,44,869,2
1,464,22,435,44,870,4
1,465,22,436,44,872,4
1,466,22,437,44,874,4
1,467,22,438,44,876,4
1,468,22,439,44,878,4
1,469,22,440,44,880,4
1,470,22,441,44,882,4
1,471,22,442,44,884,4
1,472,22,443,44,886,4
1,473,22,444,44,888,4
1,474,22,445,44,890,4
1,475,22,446,44,892,4
1,476,22,447,44,894,4
1,477,22,448,44,896,4
1,478,22,449,44,898,1
1,479,23,413,46,827,2
1,480,23,414,46,828,4
1,481,23,415,46,830,4
1,482,23,416,46,832,4
1,483,23,417,46,834,4
1,484,23,422,47,845,1
1,485,23,423,46,846,4
1,486,23,424,46,848,4
1,487,23,425,46,850,3
1,488,23,426,46,852,3
1,489,23,427,46,854,4
1,490,23,428,46,856,4
1,491,23,429,46,858,4
1,492,23,430,46,860,4
1,493,23,431,46,862,4
1,494,23,432,46,864,4
1,495,23,433,46,866,4
1,496,23,434,46,869,3
1,497,23,435,46,870,4
1,498,23,436,46,872,4
1,499,23,437,46,874,4
1,500,23,438,46,876,4
1,501,23,439,46,878,4
1,502,23,440,46,880,4
1,503,23,441,46,882,4
1,504,23,442,46,884,4
1,505,23,443,46,886,4
1,506,23,444,46,888,4
1,507,23,445,46,890,4
1,508,23,446,46,892,4
1,509,23,447,46,894,4
1,510,23,448,46,896,4
1,511,24,413,48,827,2
1,512,24,414,48,828,4
1,513,24,415,48,830,4
1,514,24,416,48,832,2
1,515,24,417,48,834,4
1,516,24,418,49,836,2
1,517,24,419,49,838,2
1,518,24,420,49,840,2
1,519,24,421,49,842,2
1,520,24,422,48,844,4
1,521,24,423,48,846,4
1,522,24,424,48,848,4
1,523,24,425,48,850,4
1,524,24,426,48,852,3
1,525,24,427,48,855,1
1,526,24,428,48,856,4
1,527,24,429,48,858,4
1,528,24,430,48,860,2
1,529,24,431,48,862,3
1,530,24,432,48,864,4
1,531,24,433,48,866,1
1,532,24,433,49,867,1
1,533,24,434,48,868,4
1,534,24,435,48,870,4
1,535,24,436,48,872,4
1,536,24,437,48,874,4
1,537,24,438,48,876,4
1,538,24,439,48,878,4
1,539,24,440,48,880,4
1,540,24,441,48,882,4
1,541,24,442,48,884,4
1,542,24,443,48,886,4
1,543,24,444,48,888,4
1,544,24,445,48,890,4
1,545,24,446,48,892,4
1,546,24,447,48,894,4
1,547,24,448,48,896,2
1,548,25,413,50,827,2
1,549,25,414,50,828,2
1,550,25,417,50,835,1
1,551,25,418,50,836,4
1,552,25,419,50,838,4
1,553,25,420,50,840,4
1,554,25,421,50,842,4
1,555,25,422,50,844,4
1,556,25,423,50,846,4
1,557,25,424,50,848,4
1,558,25,425,50,850,4
1,559,25,426,50,852,4
1,560,25,427,50,854,3
1,561,25,428,51,856,1
1,562,25,429,51,859,1
1,563,25,430,50,860,4
1,564,25,431,51,862,2
1,565,25,432,51,864,2
1,566,25,433,50,866,4
1,567,25,434,50,868,4
1,568,25,435,50,870,4
1,569,25,436,50,872,4
1,570,25,437,50,874,4
1,571,25,438,50,876,4
1,572,25,439,50,878,4
1,573,25,440,50,880,4
1,574,25,441,50,882,4
1,575,25,442,50,884,4
1,576,25,443,50,886,4
1,577,25,444,50,888,4
1,578,25,445,50,890,4
1,579,25,446,50,892,4
1,580,25,447,50,894,4
1,581,25,448,50,896,2
1,582,26,418,52,836,4
1,583,26,419,52,838,4
1,584,26,420,52,840,4
1,585,26,421,52,842,4
1,586,26,422,52,844,4
1,587,26,423,52,846,4
1,588,26,424,52,848,4
1,589,26,425,52,850,4
1,590,26,426,52,852,4
1,591,26,427,52,854,4
1,592,26,428,52,856,4
1,593,26,429,52,858,4
1,594,26,430,52,860,4
1,595,26,431,52,862,4
1,596,26,432,52,864,4
1,597,26,433,52,866,4
1,598,26,434,52,868,4
1,599,26,435,52,870,4
1,600,26,436,52,872,4
1,601,26,437,52,874,4
1,602,26,438,52,876,4
1,603,26,439,52,878,4
1,604,26,440,52,880,4
1,605,26,441,52,882,3
1,606,26,442,52,884,2
1,607,26,443,52,886,2
1,608,26,444,52,888,3
1,609,26,445,52,890,4
1,610,26,446,52,892,4
1,611,26,447,52,894,4
1,612,26,448,52,896,2
1,613,27,413,54,827,3
1,614,27,416,55,833,1
1,615,27,417,54,835,3
1,616,27,418,54,836,3
1,617,27,421,54,843,1
1,618,27,422,54,844,4
1,619,27,423,54,846,4
1,620,27,424,54,848,4
1,621,27,425,54,850,4
1,622,27,426,54,852,4
1,623,27,427,54,854,4
1,624,27,428,54,856,4
1,625,27,429,54,858,4
1,626,27,430,54,860,4
1,627,27,431,54,862,4
1,628,27,432,54,864,4
1,629,27,433,54,866,4
1,630,27,434,54,868,4
1,631,27,435,54,870,4
1,632,27,436,54,872,4
1,633,27,437,54,874,4
1,634,27,438,54,876,4
1,635,27,439,54,878,4
1,636,27,440,54,880,3
1,637,27,441,55,882,2
1,638,27,442,54,885,3
1,639,27,443,54,886,4
1,640,27,444,55,888,1
1,641,27,446,54,892,2
1,642,27,447,54,894,4
1,643,27,448,54,896,2
1,644,28,412,57,825,1
1,645,28,413,56,826,4
1,646,28,414,56,828,3
1,647,28,415,56,831,3
1,648,28,416,56,832,4
1,649,28,417,56,834,4
1,650,28,422,56,844,3
1,651,28,423,56,846,4
1,652,28,424,56,848,4
1,653,28,425,56,850,4
1,654,28,426,56,852,4
1,655,28,427,56,854,4
1,656,28,428,56,856,4
1,657,28,429,56,858,4
1,658,28,430,56,860,4
1,659,28,431,56,862,4
1,660,28,432,56,864,4
1,661,28,433,56,866,4
1,662,28,434,56,868,4
1,663,28,435,56,870,4
1,664,28,436,56,872,4
1,665,28,437,56,874,4
1,666,28,438,56,876,4
1,667,28,439,56,878,4
1,668,28,440,56,880,4
1,669,28,441,56,882,4
1,670,28,442,56,884,4
1,671,28,443,56,886,4
1,672,28,444,56,888,4
1,673,28,445,57,890,1
1,674,28,446,56,892,3
1,675,28,447,56,894,4
1,676,28,448,56,896,2
1,677,29,412,58,825,2
1,678,29,413,58,826,4
1,679,29,414,58,828,4
1,680,29,415,58,830,4
1,681,29,416,58,832,4
1,682,29,417,58,834,4
1,683,29,422,58,845,3
1,684,29,423,58,846,4
1,685,29,424,58,848,4
1,686,29,425,58,850,4
1,687,29,426,58,852,4
1,688,29,427,58,854,4
1,689,29,428,58,856,4
1,690,29,429,58,858,4
1,691,29,430,58,860,4
1,692,29,431,58,862,4
1,693,29,432,58,864,2
1,694,29,434,58,868,4
1,695,29,435,58,870,4
1,696,29,436,58,872,4
1,697,29,437,58,874,4
1,698,29,438,58,876,4
1,699,29,439,58,878,4
1,700,29,440,58,880,4
1,701,29,441,58,882,4
1,702,29,442,58,884,4
1,703,29,443,58,886,4
1,704,29,444,58,888,4
1,705,29,445,58,890,4
1,706,29,446,59,892,1
1,707,29,447,58,894,3
1,708,29,448,58,896,3
1,709,30,412,60,824,4
1,710,30,413,60,826,4
1,711,30,414,60,828,4
1,712,30,415,60,830,4
1,713,30,416,60,832,4
1,714,30,417,60,834,4
1,715,30,418,60,836,2
1,716,30,421,61,843,1
1,717,30,422,60,844,4
1,718,30,423,60,846,4
1,719,30,424,60,848,4
1,720,30,425,60,850,4
1,721,30,426,60,852,4
1,722,30,427,60,854,4
1,723,30,428,60,856,4
1,724,30,429,60,858,4
1,725,30,430,60,860,4
1,726,30,431,60,862,4
1,727,30,432,60,864,3
1,728,30,433,61,866,2
1,729,30,434,60,868,4
1,730,30,435,60,870,1
1,731,30,438,60,877,1
1,732,30,439,60,878,4
1,733,30,440,60,880,4
1,734,30,441,60,882,4
1,735,30,442,60,884,4
1,736,30,443,60,886,4
1,737,30,444,60,888,4
1,738,30,445,60,890,4
1,739,30,446,60,892,4
1,740,30,447,60,894,4
1,741,30,448,60,896,4
1,742,30,449,61,898,1
1,743,31,412,62,824,4
1,744,31,413,62,826,4
1,745,31,414,62,828,4
1,746,31,415,62,830,4
1,747,31,416,62,832,4
1,748,31,417,62,834,4
1,749,31,419,62,839,1
1,750,31,420,62,840,2
1,751,31,421,62,842,4
1,752,31,422,62,844,4
1,753,31,423,62,846,4
1,754,31,424,62,848,4
1,755,31,425,62,850,4
1,756,31,426,62,852,4
1,757,31,427,62,854,4
1,758,31,428,62,856,4
1,759,31,429,62,858,4
1,760,31,430,62,860,4
1,761,31,431,62,862,4
1,762,31,432,62,864,4
1,763,31,433,62,866,4
1,764,31,434,62,868,4
1,765,31,439,62,878,4
1,766,31,440,62,880,4
1,767,31,441,62,882,4
1,768,31,442,62,884,4
1,769,31,443,62,886,4
1,770,31,444,62,888,4
1,771,31,445,62,890,4
1,772,31,446,62,892,4
1,773,31,447,62,894,4
1,774,31,448,62,896,4
1,775,31,449,62,898,3
1,776,32,412,64,824,4
1,777,32,413,64,826,4
1,778,32,414,64,828,4
1,779,32,415,64,830,4
1,780,32,416,64,832,4
1,781,32,417,64,834,4
1,782,32,418,65,836,2
1,783,32,419,65,838,1
1,784,32,421,64,842,4
1,785,32,422,64,844,4
1,786,32,423,64,846,4
1,787,32,424,64,848,4
1,788,32,425,64,850,4
1,789,32,426,64,852,4
1,790,32,427,64,854,4
1,791,32,428,64,856,4
1,792,32,429,64,858,4
1,793,32,430,64,860,4
1,794,32,431,64,862,4
1,795,32,432,64,864,4
1,796,32,433,64,866,4
1,797,32,434,64,868,4
1,798,32,439,64,878,4
1,799,32,440,64,880,4
1,800,32,441,64,882,4
1,801,32,442,64,884,4
1,802,32,443,64,886,4
1,803,32,444,64,888,4
1,804,32,445,64,890,4
1,805,32,446,64,892,4
1,806,32,447,64,894,4
1,807,32,448,64,896,4
1,808,32,449,64,898,4
1,809,32,450,65,900,1
1,810,33,412,66,825,1
1,811,33,413,66,826,4
1,812,33,414,66,828,4
1,813,33,415,66,830,4
1,814,33,416,66,832,4
1,815,33,417,66,834,4
1,816,33,418,66,836,4
1,817,33,419,66,838,4
1,818,33,420,66,840,4
1,819,33,421,66,842,4
1,820,33,422,66,844,4
1,821,33,423,66,846,4
1,822,33,424,66,848,4
1,823,33,425,66,850,4
1,824,33,426,66,852,4
1,825,33,427,66,854,4
1,826,33,428,66,856,4
1,827,33,429,66,858,4
1,828,33,430,66,860,4
1,829,33,431,66,862,4
1,830,33,432,66,864,4
1,831,33,433,66,866,4
1,832,33,434,66,868,4
1,833,33,435,67,870,2
1,834,33,438,66,877,3
1,835,33,439,66,878,4
1,836,33,440,66,880,4
1,837,33,441,66,882,2
1,838,33,442,66,884,3
1,839,33,443,66,886,4
1,840,33,444,66,888,4
1,841,33,445,66,890,4
1,842,33,446,66,892,4
1,843,33,447,66,894,4
1,844,33,448,66,896,4
1,845,33,449,66,898,4
1,846,33,450,66,900,2
1,847,34,414,68,828,3
1,848,34,415,68,830,4
1,849,34,416,68,832,4
1,850,34,417,68,834,4
1,851,34,418,68,836,4
1,852,34,419,68,838,4
1,853,34,420,68,840,4
1,854,34,421,68,842,4
1,855,34,422,68,844,4
1,856,34,423,68,846,4
1,857,34,424,68,848,4
1,858,34,425,68,850,4
1,859,34,426,68,852,4
1,860,34,427,68,854,4
1,861,34,428,68,856,4
1,862,34,429,68,858,4
1,863,34,430,68,860,4
1,864,34,431,68,862,4
1,865,34,432,68,864,4
1,866,34,433,68,866,4
1,867,34,434,68,868,4
1,868,34,435,68,870,4
1,869,34,436,68,872,4
1,870,34,437,68,874,4
1,871,34,438,68,876,4
1,872,34,439,68,878,2
1,873,34,442,68,885,1
1,874,34,443,68,886,4
1,875,34,444,68,888,4
1,876,34,445,68,890,4
1,877,34,446,68,892,4
1,878,34,447,68,894,2
1,879,35,415,70,831,1
1,880,35,416,70,832,4
1,881,35,417,70,834,4
1,882,35,418,70,836,4
1,883,35,419,70,838,4
1,884,35,420,70,840,4
1,885,35,421,70,842,4
1,886,35,422,70,844,4
1,887,35,423,70,846,4
1,888,35,424,70,848,4
1,889,35,425,70,850,3
1,890,35,426,70,852,3
1,891,35,427,70,854,4
1,892,35,428,70,856,4
1,893,35,429,70,858,4
1,894,35,430,70,860,4
1,895,35,431,70,862,4
1,896,35,432,70,864,4
1,897,35,433,70,866,4
1,898,35,434,70,868,4
1,899,35,435,70,870,4
1,900,35,436,70,872,4
1,901,35,437,70,874,4
1,902,35,438,70,876,2
1,903,35,443,70,886,4
1,904,35,444,70,888,4
1,905,35,445,70,890,4
1,906,35,446,70,892,3
1,907,36,420,72,840,3
1,908,36,421,72,842,4
1,909,36,422,72,844,4
1,910,36,423,72,846,4
1,911,36,424,72,848,4
1,912,36,425,72,850,4
1,913,36,426,72,852,4
1,914,36,427,72,854,4
1,915,36,428,72,856,4
1,916,36,429,72,858,4
1,917,36,430,72,860,4
1,918,36,431,72,862,4
1,919,36,432,72,864,4
1,920,36,433,72,866,4
1,921,36,434,72,868,4
1,922,36,435,72,870,4
1,923,36,436,72,872,4
1,924,36,437,72,874,4
1,925,36,438,72,876,4
1,926,36,439,73,878,1
1,927,36,441,73,883,1
1,928,36,442,72,885,3
1,929,36,443,72,886,4
1,930,36,444,72,888,4
1,931,36,445,72,890,4
1,932,36,446,72,892,1
1,933,37,364,75,728,2
1,934,37,365,75,730,2
1,935,37,366,75,732,2
1,936,37,421,74,842,3
1,937,37,422,74,844,4
1,938,37,423,74,846,4
1,939,37,424,74,848,4
1,940,37,425,74,850,4
1,941,37,426,74,852,4
1,942,37,427,74,854,4
1,943,37,428,74,856,4
1,944,37,429,74,858,4
1,945,37,430,74,860,4
1,946,37,431,74,862,4
1,947,37,432,74,864,4
1,948,37,433,74,866,4
1,949,37,434,74,868,4
1,950,37,435,74,870,4
1,951,37,436,74,872,4
1,952,37,437,74,874,4
1,953,37,438,74,876,4
1,954,37,439,74,878,3
1,955,37,440,74,881,3
1,956,37,441,74,882,4
1,957,37,442,74,884,2
1,958,37,443,74,886,2
1,959,37,444,74,888,2
1,960,37,445,74,890,1
1,961,38,362,77,724,2
1,962,38,363,76,726,4
1,963,38,364,76,728,4
1,964,38,365,76,730,4
1,965,38,366,76,732,4
1,966,38,367,76,734,4
1,967,38,368,76,736,3
1,968,38,369,77,738,2
1,969,38,370,76,740,3
1,970,38,371,77,742,2
1,971,38,372,77,744,2
1,972,38,373,77,746,2
1,973,38,374,77,748,1
1,974,38,383,77,766,2
1,975,38,384,77,768,2
1,976,38,385,76,771,3
1,977,38,386,77,772,2
1,978,38,387,77,774,1
1,979,38,422,76,844,4
1,980,38,423,76,846,4
1,981,38,424,76,848,4
1,982,38,425,76,850,4
1,983,38,426,76,852,4
1,984,38,427,76,854,4
1,985,38,428,76,856,4
1,986,38,429,76,858,4
1,987,38,430,76,860,4
1,988,38,431,76,862,3
1,989,38,432,76,864,1
1,990,38,434,76,868,2
1,991,38,435,76,870,4
1,992,38,436,76,872,4
1,993,38,437,76,874,4
1,994,38,438,76,876,4
