level,node_id,coarse_row,coarse_col,fine_row,fine_col,num_children
1,177,7,3,14,6,4
1,178,7,5,14,11,2
1,179,7,7,14,15,2
1,180,7,9,14,19,2
1,181,7,11,14,23,2
1,182,7,13,14,27,2
1,183,7,15,14,31,2
1,184,7,17,14,35,2
1,185,7,19,14,39,2
1,186,7,21,14,43,2
1,187,7,23,14,47,2
1,188,7,24,14,48,4
1,189,7,25,14,50,4
1,190,7,26,14,52,4
1,191,7,27,14,54,4
1,192,7,28,14,56,2
1,193,8,0,16,0,4
1,194,8,1,16,2,4
1,195,8,2,16,4,4
1,196,8,3,16,6,4
1,197,8,4,16,8,2
1,198,8,5,16,10,3
1,199,8,6,16,12,2
1,200,8,7,16,14,3
1,201,8,8,16,16,2
1,202,8,9,16,18,3
1,203,8,10,16,20,2
1,204,8,11,16,22,3
1,205,8,12,16,24,2
1,206,8,13,16,26,3
1,207,8,14,16,28,2
1,208,8,15,16,30,3
1,209,8,16,16,32,2
1,210,8,17,16,34,3
1,211,8,18,16,36,2
1,212,8,19,16,38,3
1,213,8,20,16,40,2
1,214,8,21,16,42,3
1,215,8,22,16,44,2
1,216,8,23,16,46,3
1,217,8,24,16,48,4
1,218,8,25,16,50,4
1,219,8,26,16,52,4
1,220,8,27,16,54,2
1,221,8,28,16,56,1
1,222,9,0,18,0,4
1,223,9,1,18,2,4
1,224,9,2,18,4,4
1,225,9,3,18,6,4
1,226,9,4,19,8,2
1,227,9,5,18,11,3
1,228,9,6,19,12,2
1,229,9,7,18,15,3
1,230,9,8,19,16,2
1,231,9,9,18,19,3
1,232,9,10,19,20,2
1,233,9,11,18,23,3
1,234,9,12,19,24,2
1,235,9,13,18,27,3
1,236,9,14,19,28,2
1,237,9,15,18,31,3
1,238,9,16,19,32,2
1,239,9,17,18,35,3
1,240,9,18,19,36,2
1,241,9,19,18,39,3
1,242,9,20,19,40,2
1,243,9,21,18,43,3
1,244,9,22,19,44,2
1,245,9,23,18,47,3
1,246,9,24,18,48,4
1,247,9,25,18,50,4
1,248,9,26,18,52,4
1,249,10,1,20,3,2
1,250,10,2,20,4,4
1,251,10,3,20,6,4
1,252,10,5,20,11,2
1,253,10,7,20,15,2
1,254,10,9,20,19,2
1,255,10,11,20,23,2
1,256,10,13,20,27,2
1,257,10,15,20,31,2
1,258,10,17,20,35,2
1,259,10,19,20,39,2
1,260,10,21,20,43,2
1,261,10,23,20,47,2
1,262,10,24,20,48,4
1,263,10,25,20,50,4
1,264,10,26,20,52,4
1,265,10,27,20,54,4
1,266,10,28,20,56,2
1,267,11,0,23,0,2
1,268,11,1,22,3,3
1,269,11,2,22,4,4
1,270,11,3,22,6,4
1,271,11,4,22,8,2
1,272,11,5,22,10,3
1,273,11,6,22,12,2
1,274,11,7,22,14,3
1,275,11,8,22,16,2
1,276,11,9,22,18,3
1,277,11,10,22,20,2
1,278,11,11,22,22,3
1,279,11,12,22,24,2
1,280,11,13,22,26,3
1,281,11,14,22,28,2
1,282,11,15,22,30,3
1,283,11,16,22,32,2
1,284,11,17,22,34,3
1,285,11,18,22,36,2
1,286,11,19,22,38,3
1,287,11,20,22,40,2
1,288,11,21,22,42,3
1,289,11,22,22,44,2
1,290,11,23,22,46,3
1,291,11,24,22,48,4
1,292,11,25,22,50,4
1,293,11,26,22,52,4
1,294,11,27,22,54,4
1,295,11,28,22,56,2
1,296,12,0,24,0,4
1,297,12,1,24,2,4
1,298,12,2,24,4,4
1,299,12,3,24,6,4
1,300,12,4,25,8,2
1,301,12,5,24,11,3
1,302,12,6,25,12,2
1,303,12,7,24,15,3
1,304,12,8,25,16,2
1,305,12,9,24,19,3
1,306,12,10,25,20,2
1,307,12,11,24,23,3
1,308,12,12,25,24,2
1,309,12,13,24,27,3
1,310,12,14,25,28,2
1,311,12,15,24,31,3
1,312,12,16,25,32,2
1,313,12,17,24,35,3
1,314,12,18,25,36,2
1,315,12,19,24,39,3
1,316,12,20,25,40,2
1,317,12,21,24,43,3
1,318,12,22,25,44,2
1,319,12,23,24,47,3
1,320,12,24,24,48,4
1,321,12,25,24,50,4
1,322,12,26,24,52,4
1,323,13,0,26,0,4
1,324,13,1,26,2,4
1,325,13,2,26,4,4
1,326,13,3,26,6,4
1,327,13,4,26,8,4
1,328,13,5,26,10,4
1,329,13,6,26,12,4
1,330,13,7,26,14,4
1,331,13,8,26,16,4
1,332,13,9,26,18,4
1,333,13,10,26,20,4
1,334,13,11,26,22,4
1,335,13,12,26,24,4
1,336,13,13,26,26,4
1,337,13,14,26,28,4
1,338,13,15,26,30,4
1,339,13,16,26,32,4
1,340,13,17,26,34,4
1,341,13,18,26,36,4
1,342,13,19,26,38,4
1,343,13,20,26,40,4
1,344,13,21,26,42,4
1,345,13,22,26,44,4
1,346,13,23,26,46,4
1,347,13,24,26,48,4
1,348,13,25,26,50,4
1,349,13,26,26,52,4
1,350,13,27,27,54,2
1,351,13,28,27,56,1
1,352,14,0,28,0,2
1,353,14,1,28,2,2
1,354,14,2,28,4,4
1,355,14,3,28,6,4
1,356,14,4,28,8,4
1,357,14,5,28,10,4
1,358,14,6,28,12,4
1,359,14,7,28,14,4
1,360,14,8,28,16,4
1,361,14,9,28,18,4
1,362,14,10,28,20,4
1,363,14,11,28,22,4
1,364,14,12,28,24,4
1,365,14,13,28,26,4
1,366,14,14,28,28,4
1,367,14,15,28,30,4
1,368,14,16,28,32,4
1,369,14,17,28,34,4
1,370,14,18,28,36,4
1,371,14,19,28,38,4
1,372,14,20,28,40,4
1,373,14,21,28,42,4
1,374,14,22,28,44,4
1,375,14,23,28,46,4
1,376,14,24,28,48,4
1,377,14,25,28,50,4
1,378,14,26,28,52,3
1,379,14,27,28,54,2
1,380,14,28,28,56,1
1,381,15,2,30,4,4
1,382,15,4,30,9,2
1,383,15,5,30,10,4
1,384,15,6,30,12,2
1,385,15,8,30,16,4
1,386,15,9,30,18,4
1,387,15,11,30,23,2
1,388,15,12,30,24,4
1,389,15,13,30,26,2
1,390,15,15,30,30,4
1,391,15,16,30,32,4
1,392,15,18,30,37,2
1,393,15,19,30,38,4
1,394,15,20,30,40,2
1,395,15,22,30,44,4
1,396,15,23,30,46,4
1,397,15,25,30,51,2
1,398,15,26,30,52,2
1,399,16,2,32,4,2
1,400,16,4,32,9,1
1,401,16,5,32,10,2
1,402,16,6,32,12,1
1,403,16,8,32,16,2
1,404,16,9,32,18,2
1,405,16,11,32,23,1
1,406,16,12,32,24,2
1,407,16,13,32,26,1
1,408,16,15,32,30,2
1,409,16,16,32,32,2
1,410,16,18,32,37,1
1,411,16,19,32,38,2
1,412,16,20,32,40,1
1,413,16,22,32,44,2
1,414,16,23,32,46,2
1,415,16,25,32,51,1
1,416,16,26,32,52,1
2,0,0,1,0,4,3
2,1,0,2,0,9,4
2,2,0,3,0,12,3
2,3,0,4,0,16,4
2,4,0,5,0,23,3
2,5,0,6,0,24,4
2,6,0,7,0,30,3
2,7,0,8,0,32,3
2,8,0,9,0,37,4
2,9,0,10,0,40,3
2,10,0,11,0,44,4
2,11,0,12,0,51,3
2,12,0,13,0,52,2
2,13,1,0,4,0,3
2,14,1,1,4,4,4
2,15,1,2,4,8,4
2,16,1,3,4,12,4
2,17,1,4,4,16,4
2,18,1,5,4,20,4
2,19,1,6,4,24,4
2,20,1,7,4,28,4
2,21,1,8,4,32,4
2,22,1,9,4,36,4
2,23,1,10,4,40,4
2,24,1,11,4,44,4
2,25,1,12,4,48,4
2,26,1,13,4,52,4
2,27,1,14,4,56,2
2,28,2,0,9,0,4
2,29,2,1,8,4,4
2,30,2,2,8,11,3
2,31,2,3,8,15,3
2,32,2,4,8,19,3
2,33,2,5,8,23,3
2,34,2,6,8,27,3
2,35,2,7,8,31,3
2,36,2,8,8,35,3
2,37,2,9,8,39,3
2,38,2,10,8,43,3
2,39,2,11,8,47,3
2,40,2,12,8,48,4
2,41,2,13,8,52,3
2,42,2,14,8,56,1
2,43,3,0,12,0,3
2,44,3,1,12,4,4
2,45,3,2,13,8,3
2,46,3,3,13,12,3
2,47,3,4,13,16,3
2,48,3,5,13,20,3
2,49,3,6,13,24,3
2,50,3,7,13,28,3
2,51,3,8,13,32,3
2,52,3,9,13,36,3
2,53,3,10,13,40,3
2,54,3,11,13,44,3
2,55,3,12,12,48,4
2,56,3,13,12,52,4
2,57,3,14,13,56,2
2,58,4,0,16,0,4
2,59,4,1,16,4,4
2,60,4,2,16,8,4
2,61,4,3,16,12,4
2,62,4,4,16,16,4
2,63,4,5,16,20,4
2,64,4,6,16,24,4
2,65,4,7,16,28,4
2,66,4,8,16,32,4
2,67,4,9,16,36,4
2,68,4,10,16,40,4
2,69,4,11,16,44,4
2,70,4,12,16,48,4
2,71,4,13,16,52,3
2,72,4,14,16,56,1
2,73,5,0,20,3,3
2,74,5,1,20,4,4
2,75,5,2,20,11,3
2,76,5,3,20,15,3
2,77,5,4,20,19,3
2,78,5,5,20,23,3
2,79,5,6,20,27,3
2,80,5,7,20,31,3
2,81,5,8,20,35,3
2,82,5,9,20,39,3
2,83,5,10,20,43,3
2,84,5,11,20,47,3
2,85,5,12,20,48,4
2,86,5,13,20,52,4
2,87,5,14,20,56,2
2,88,6,0,24,0,4
2,89,6,1,24,4,4
2,90,6,2,25,8,4
2,91,6,3,25,12,4
2,92,6,4,25,16,4
2,93,6,5,25,20,4
2,94,6,6,25,24,4
2,95,6,7,25,28,4
2,96,6,8,25,32,4
2,97,6,9,25,36,4
2,98,6,10,25,40,4
2,99,6,11,25,44,4
2,100,6,12,24,48,4
2,101,6,13,24,52,3
2,102,6,14,27,56,1
2,103,7,0,28,0,2
2,104,7,1,28,4,3
2,105,7,2,28,8,4
2,106,7,3,28,12,3
2,107,7,4,28,16,4
2,108,7,5,28,20,3
2,109,7,6,28,24,4
2,110,7,7,28,28,3
2,111,7,8,28,32,3
2,112,7,9,28,36,4
2,113,7,10,28,40,3
2,114,7,11,28,44,4
2,115,7,12,28,48,3
2,116,7,13,28,52,3
2,117,7,14,28,56,1
2,118,8,1,32,4,1
2,119,8,2,32,9,2
2,120,8,3,32,12,1
2,121,8,4,32,16,2
2,122,8,5,32,23,1
2,123,8,6,32,24,2
2,124,8,7,32,30,1
2,125,8,8,32,32,1
2,126,8,9,32,37,2
2,127,8,10,32,40,1
2,128,8,11,32,44,2
2,129,8,12,32,51,1
2,130,8,13,32,52,1
3,0,0,0,0,4,3
3,1,0,1,0,9,4
3,2,0,2,0,16,4
3,3,0,3,0,24,4
3,4,0,4,0,32,4
3,5,0,5,0,40,4
3,6,0,6,0,51,4
3,7,0,7,4,56,1
3,8,1,0,9,0,4
3,9,1,1,8,11,4
3,10,1,2,8,19,4
3,11,1,3,8,27,4
3,12,1,4,8,35,4
3,13,1,5,8,43,4
3,14,1,6,8,48,4
3,15,1,7,8,56,1
3,16,1,7,13,56,1
3,17,2,0,16,0,4
3,18,2,1,16,8,4
3,19,2,2,16,16,4
3,20,2,3,16,24,4
3,21,2,4,16,32,4
3,22,2,5,16,40,4
3,23,2,6,16,48,4
3,24,2,7,16,56,1
3,25,2,7,20,56,1
3,26,3,0,24,0,4
3,27,3,1,25,8,4
3,28,3,2,25,16,4
3,29,3,3,25,24,4
3,30,3,4,25,32,4
3,31,3,5,25,40,4
3,32,3,6,24,48,4
3,33,3,7,27,56,2
3,34,4,0,32,4,1
3,35,4,1,32,9,2
3,36,4,2,32,16,1
3,37,4,2,32,23,1
3,38,4,3,32,24,1
3,39,4,3,32,30,1
3,40,4,4,32,32,1
3,41,4,4,32,37,1
3,42,4,5,32,40,1
3,43,4,5,32,44,1
3,44,4,6,32,51,2
