level,src_id,dst_id,src_row,src_col,dst_row,dst_col,cost
1,26283,26282,626,852,626,850,2
1,26283,26245,626,852,624,852,2
1,26282,26311,626,850,628,850,1.5
1,26282,26283,626,850,626,852,2
1,26282,26281,626,850,626,848,2
1,26282,26244,626,850,624,850,2
1,26281,26310,626,848,628,848,2
1,26281,26282,626,848,626,850,2
1,26281,26280,626,848,626,846,2
1,26281,26243,626,848,624,848,2
1,26280,26309,626,846,628,846,2
1,26280,26281,626,846,626,848,2
1,26280,26279,626,846,626,844,2
1,26280,26242,626,846,624,846,2
1,26279,26308,626,844,628,844,2
1,26279,26280,626,844,626,846,2
1,26279,26278,626,844,626,842,2
1,26279,26241,626,844,624,844,2
1,26278,26307,626,842,628,842,2
1,26278,26279,626,842,626,844,2
1,26278,26277,626,842,626,840,2
1,26278,26240,626,842,624,842,2
1,26277,26306,626,840,628,840,2
1,26277,26278,626,840,626,842,2
1,26277,26276,626,840,626,838,2
1,26277,26239,626,840,624,840,2
1,26276,26277,626,838,626,840,2
1,26276,26275,626,838,626,836,2
1,26276,26238,626,838,624,838,2
1,26275,26276,626,836,626,838,2
1,26275,26274,626,836,626,834,2
1,26275,26237,626,836,624,837,1.5
1,26274,26275,626,834,626,836,2
1,26274,26236,626,834,625,835,1
1,26273,26272,624,1136,624,1134,2
1,26273,26234,624,1136,622,1136,1.5
1,26272,26273,624,1134,624,1136,2
1,26272,26271,624,1134,624,1132,2
1,26272,26233,624,1134,622,1134,1.5
1,26271,26305,624,1132,626,1132,2
1,26271,26272,624,1132,624,1134,2
1,26271,26270,624,1132,624,1130,2
1,26271,26232,624,1132,622,1132,2
1,26270,26304,624,1130,626,1130,2
1,26270,26271,624,1130,624,1132,2
1,26270,26269,624,1130,624,1128,2
1,26270,26231,624,1130,622,1130,2
1,26269,26303,624,1128,626,1128,2
1,26269,26270,624,1128,624,1130,2
1,26269,26268,624,1128,624,1126,2
1,26269,26230,624,1128,622,1128,2
1,26268,26302,624,1126,626,1126,2
1,26268,26269,624,1126,624,1128,2
1,26268,26267,624,1126,624,1124,2
1,26268,26229,624,1126,622,1126,2
1,26267,26301,624,1124,626,1124,2
1,26267,26268,624,1124,624,1126,2
1,26267,26266,624,1124,624,1122,2
1,26267,26228,624,1124,622,1124,2
1,26266,26300,624,1122,626,1122,2
1,26266,26267,624,1122,624,1124,2
1,26266,26265,624,1122,624,1120,2
1,26266,26227,624,1122,622,1122,2
1,26265,26266,624,1120,624,1122,2
1,26265,26264,624,1120,624,1119,1.5
1,26265,26226,624,1120,622,1120,2
1,26264,26265,624,1119,624,1120,1.5
1,26264,26225,624,1119,622,1119,1.5
1,26263,26262,624,924,624,922,1.5
1,26263,26221,624,924,622,924,2
1,26262,26299,624,922,626,922,2
1,26262,26263,624,922,624,924,1.5
1,26262,26261,624,922,624,921,1.5
1,26262,26220,624,922,622,922,2
1,26261,26262,624,921,624,922,1.5
1,26261,26219,624,921,622,921,2
1,26260,26298,624,882,626,882,1.5
1,26260,26259,624,882,624,880,2
1,26260,26218,624,882,622,882,2
1,26259,26297,624,880,626,880,1.5
1,26259,26260,624,880,624,882,2
1,26259,26258,624,880,624,878,2
1,26259,26217,624,880,622,880,2
1,26258,26296,624,878,626,878,1.5
1,26258,26259,624,878,624,880,2
1,26258,26257,624,878,624,876,2
1,26258,26216,624,878,622,878,2
1,26257,26295,624,876,626,876,2
1,26257,26258,624,876,624,878,2
1,26257,26256,624,876,624,874,2
1,26257,26215,624,876,622,876,2
1,26256,26294,624,874,626,874,2
1,26256,26257,624,874,624,876,2
1,26256,26255,624,874,624,872,2
1,26256,26214,624,874,622,874,2
1,26255,26293,624,872,626,872,2
1,26255,26256,624,872,624,874,2
1,26255,26254,624,872,624,870,2
1,26255,26213,624,872,622,872,2
1,26254,26292,624,870,626,870,2
1,26254,26255,624,870,624,872,2
1,26254,26253,624,870,624,868,2
1,26254,26212,624,870,622,870,2
1,26253,26291,624,868,626,868,2
1,26253,26254,624,868,624,870,2
1,26253,26252,624,868,624,866,2
1,26253,26211,624,868,622,868,2
1,26252,26290,624,866,626,866,1.5
1,26252,26253,624,866,624,868,2
1,26252,26251,624,866,624,864,2
1,26252,26210,624,866,622,866,2
1,26251,26289,624,864,626,864,2
1,26251,26252,624,864,624,866,2
1,26251,26250,624,864,624,862,2
1,26251,26209,624,864,622,864,2
1,26250,26288,624,862,626,862,2
1,26250,26251,624,862,624,864,2
1,26250,26249,624,862,624,860,2
1,26250,26208,624,862,622,862,2
1,26249,26287,624,860,626,860,2
1,26249,26250,624,860,624,862,2
1,26249,26248,624,860,624,858,2
1,26249,26207,624,860,622,860,2
1,26248,26286,624,858,626,858,2
1,26248,26249,624,858,624,860,2
1,26248,26247,624,858,624,856,2
1,26248,26206,624,858,622,858,2
1,26247,26285,624,856,626,856,2
1,26247,26248,624,856,624,858,2
1,26247,26246,624,856,624,854,2
1,26247,26205,624,856,622,856,2
1,26246,26284,624,854,626,854,2
1,26246,26247,624,854,624,856,2
1,26246,26245,624,854,624,852,2
1,26246,26204,624,854,622,854,2
1,26245,26283,624,852,626,852,2
1,26245,26246,624,852,624,854,2
1,26245,26244,624,852,624,850,2
1,26245,26203,624,852,622,852,2
1,26244,26282,624,850,626,850,2
1,26244,26245,624,850,624,852,2
1,26244,26243,624,850,624,848,2
1,26244,26202,624,850,622,851,2
1,26243,26281,624,848,626,848,2
1,26243,26244,624,848,624,850,2
1,26243,26242,624,848,624,846,2
1,26243,26201,624,848,622,848,2
1,26242,26280,624,846,626,846,2
1,26242,26243,624,846,624,848,2
1,26242,26241,624,846,624,844,2
1,26242,26200,624,846,622,846,2
1,26241,26279,624,844,626,844,2
1,26241,26242,624,844,624,846,2
1,26241,26240,624,844,624,842,2
1,26241,26199,624,844,622,844,2
1,26240,26278,624,842,626,842,2
1,26240,26241,624,842,624,844,2
1,26240,26239,624,842,624,840,2
1,26240,26198,624,842,622,842,2
1,26239,26277,624,840,626,840,2
1,26239,26240,624,840,624,842,2
1,26239,26238,624,840,624,838,2
1,26239,26197,624,840,622,840,2
1,26238,26276,624,838,626,838,2
1,26238,26239,624,838,624,840,2
1,26238,26237,624,838,624,837,2
1,26238,26196,624,838,622,838,2
1,26237,26275,624,837,626,836,1.5
1,26237,26238,624,837,624,838,2
1,26237,26236,624,837,625,835,1.5
1,26237,26195,624,837,622,837,2
1,26236,26274,625,835,626,834,1
1,26236,26237,625,835,624,837,1.5
1,26235,26234,622,1138,622,1136,1.5
1,26234,26273,622,1136,624,1136,1.5
1,26234,26235,622,1136,622,1138,1.5
1,26234,26233,622,1136,622,1134,2
1,26234,26193,622,1136,620,1136,2
1,26233,26272,622,1134,624,1134,1.5
1,26233,26234,622,1134,622,1136,2
1,26233,26232,622,1134,622,1132,2
1,26233,26192,622,1134,620,1134,2
1,26232,26271,622,1132,624,1132,2
1,26232,26233,622,1132,622,1134,2
1,26232,26231,622,1132,622,1130,2
1,26232,26191,622,1132,620,1132,2
1,26231,26270,622,1130,624,1130,2
1,26231,26232,622,1130,622,1132,2
1,26231,26230,622,1130,622,1128,2
1,26231,26190,622,1130,620,1130,2
1,26230,26269,622,1128,624,1128,2
1,26230,26231,622,1128,622,1130,2
1,26230,26229,622,1128,622,1126,2
1,26230,26189,622,1128,620,1128,2
1,26229,26268,622,1126,624,1126,2
1,26229,26230,622,1126,622,1128,2
1,26229,26228,622,1126,622,1124,2
1,26229,26188,622,1126,620,1126,2
1,26228,26267,622,1124,624,1124,2
1,26228,26229,622,1124,622,1126,2
1,26228,26227,622,1124,622,1122,2
1,26228,26187,622,1124,620,1124,2
1,26227,26266,622,1122,624,1122,2
1,26227,26228,622,1122,622,1124,2
1,26227,26226,622,1122,622,1120,2
1,26227,26186,622,1122,620,1122,2
1,26226,26265,622,1120,624,1120,2
1,26226,26227,622,1120,622,1122,2
1,26226,26225,622,1120,622,1119,2
1,26226,26185,622,1120,620,1120,2
1,26225,26264,622,1119,624,1119,1.5
1,26225,26226,622,1119,622,1120,2
1,26225,26184,622,1119,620,1119,2
1,26224,26223,622,930,622,928,1.5
1,26224,26183,622,930,620,930,2
1,26223,26224,622,928,622,930,1.5
1,26223,26222,622,928,622,927,1.5
1,26223,26182,622,928,620,928,2
1,26222,26223,622,927,622,928,1.5
1,26222,26181,622,927,620,926,1.5
1,26221,26263,622,924,624,924,2
1,26221,26220,622,924,622,922,2
1,26221,26180,622,924,620,924,2
1,26220,26262,622,922,624,922,2
1,26220,26221,622,922,622,924,2
1,26220,26219,622,922,622,921,1.5
1,26220,26179,622,922,620,922,2
1,26219,26261,622,921,624,921,2
1,26219,26220,622,921,622,922,1.5
1,26219,26178,622,921,620,921,2
1,26218,26260,622,882,624,882,2
1,26218,26217,622,882,622,880,2
1,26218,26177,622,882,620,882,2
1,26217,26259,622,880,624,880,2
1,26217,26218,622,880,622,882,2
1,26217,26216,622,880,622,878,2
1,26217,26176,622,880,620,880,2
1,26216,26258,622,878,624,878,2
1,26216,26217,622,878,622,880,2
1,26216,26215,622,878,622,876,2
1,26216,26175,622,878,620,878,2
1,26215,26257,622,876,624,876,2
1,26215,26216,622,876,622,878,2
1,26215,26214,622,876,622,874,2
1,26215,26174,622,876,620,876,2
1,26214,26256,622,874,624,874,2
1,26214,26215,622,874,622,876,2
1,26214,26213,622,874,622,872,2
1,26214,26173,622,874,620,874,2
1,26213,26255,622,872,624,872,2
1,26213,26214,622,872,622,874,2
1,26213,26212,622,872,622,870,2
1,26213,26172,622,872,620,872,2
1,26212,26254,622,870,624,870,2
1,26212,26213,622,870,622,872,2
1,26212,26211,622,870,622,868,2
1,26212,26171,622,870,620,870,2
1,26211,26253,622,868,624,868,2
1,26211,26212,622,868,622,870,2
1,26211,26210,622,868,622,866,2
1,26211,26170,622,868,620,868,2
1,26210,26252,622,866,624,866,2
1,26210,26211,622,866,622,868,2
1,26210,26209,622,866,622,864,2
1,26210,26169,622,866,620,866,2
1,26209,26251,622,864,624,864,2
1,26209,26210,622,864,622,866,2
1,26209,26208,622,864,622,862,2
1,26209,26168,622,864,620,864,2
1,26208,26250,622,862,624,862,2
1,26208,26209,622,862,622,864,2
1,26208,26207,622,862,622,860,2
1,26208,26167,622,862,620,862,2
1,26207,26249,622,860,624,860,2
1,26207,26208,622,860,622,862,2
1,26207,26206,622,860,622,858,2
1,26207,26166,622,860,620,860,2
1,26206,26248,622,858,624,858,2
1,26206,26207,622,858,622,860,2
1,26206,26205,622,858,622,856,2
1,26206,26165,622,858,620,858,2
1,26205,26247,622,856,624,856,2
1,26205,26206,622,856,622,858,2
1,26205,26204,622,856,622,854,2
1,26205,26164,622,856,620,856,2
1,26204,26246,622,854,624,854,2
1,26204,26205,622,854,622,856,2
1,26204,26203,622,854,622,852,2
1,26204,26163,622,854,620,854,2
1,26203,26245,622,852,624,852,2
1,26203,26204,622,852,622,854,2
1,26203,26202,622,852,622,851,2
1,26203,26162,622,852,620,853,2
1,26202,26244,622,851,624,850,2
1,26202,26203,622,851,622,852,2
1,26202,26201,622,851,622,848,2
1,26201,26243,622,848,624,848,2
1,26201,26202,622,848,622,851,2
1,26201,26200,622,848,622,846,2
1,26200,26242,622,846,624,846,2
1,26200,26201,622,846,622,848,2
1,26200,26199,622,846,622,844,2
1,26200,26161,622,846,621,846,1.5
1,26199,26241,622,844,624,844,2
1,26199,26200,622,844,622,846,2
1,26199,26198,622,844,622,842,2
1,26199,26160,622,844,620,844,2
1,26198,26240,622,842,624,842,2
1,26198,26199,622,842,622,844,2
1,26198,26197,622,842,622,840,2
1,26198,26159,622,842,620,842,2
1,26197,26239,622,840,624,840,2
1,26197,26198,622,840,622,842,2
1,26197,26196,622,840,622,838,2
1,26197,26158,622,840,620,840,2
1,26196,26238,622,838,624,838,2
1,26196,26197,622,838,622,840,2
1,26196,26195,622,838,622,837,1.5
1,26196,26157,622,838,620,838,2
1,26195,26237,622,837,624,837,2
1,26195,26196,622,837,622,838,1.5
1,26195,26156,622,837,620,837,2
1,26194,26193,620,1138,620,1136,2
1,26194,26153,620,1138,618,1138,1.5
1,26193,26234,620,1136,622,1136,2
1,26193,26194,620,1136,620,1138,2
1,26193,26192,620,1136,620,1134,2
1,26193,26152,620,1136,618,1136,2
1,26192,26233,620,1134,622,1134,2
1,26192,26193,620,1134,620,1136,2
1,26192,26191,620,1134,620,1132,2
1,26192,26151,620,1134,618,1135,2
1,26191,26232,620,1132,622,1132,2
1,26191,26192,620,1132,620,1134,2
1,26191,26190,620,1132,620,1130,2
1,26190,26231,620,1130,622,1130,2
1,26190,26191,620,1130,620,1132,2
1,26190,26189,620,1130,620,1128,2
1,26189,26230,620,1128,622,1128,2
1,26189,26190,620,1128,620,1130,2
1,26189,26188,620,1128,620,1126,2
1,26189,26150,620,1128,618,1128,2
1,26188,26229,620,1126,622,1126,2
1,26188,26189,620,1126,620,1128,2
1,26188,26187,620,1126,620,1124,2
1,26188,26149,620,1126,618,1126,2
1,26187,26228,620,1124,622,1124,2
1,26187,26188,620,1124,620,1126,2
1,26187,26186,620,1124,620,1122,2
1,26187,26148,620,1124,618,1124,2
1,26186,26227,620,1122,622,1122,2
1,26186,26187,620,1122,620,1124,2
1,26186,26185,620,1122,620,1120,2
1,26186,26147,620,1122,618,1122,2
1,26185,26226,620,1120,622,1120,2
1,26185,26186,620,1120,620,1122,2
1,26185,26184,620,1120,620,1119,1.5
1,26185,26146,620,1120,618,1120,2
1,26184,26225,620,1119,622,1119,2
1,26184,26185,620,1119,620,1120,1.5
1,26184,26145,620,1119,618,1119,2
1,26183,26224,620,930,622,930,2
1,26183,26182,620,930,620,928,1.5
1,26183,26144,620,930,618,930,2
1,26182,26223,620,928,622,928,2
1,26182,26183,620,928,620,930,1.5
1,26182,26181,620,928,620,926,2
1,26182,26143,620,928,618,928,2
1,26181,26222,620,926,622,927,1.5
1,26181,26182,620,926,620,928,2
1,26181,26180,620,926,620,924,2
1,26181,26142,620,926,618,926,2
1,26180,26221,620,924,622,924,2
1,26180,26181,620,924,620,926,2
1,26180,26179,620,924,620,922,2
1,26180,26141,620,924,618,924,2
1,26179,26220,620,922,622,922,2
1,26179,26180,620,922,620,924,2
1,26179,26178,620,922,620,921,1.5
1,26179,26140,620,922,618,922,2
1,26178,26219,620,921,622,921,2
1,26178,26179,620,921,620,922,1.5
1,26178,26139,620,921,618,921,2
1,26177,26218,620,882,622,882,2
1,26177,26176,620,882,620,880,2
1,26177,26138,620,882,618,882,2
1,26176,26217,620,880,622,880,2
1,26176,26177,620,880,620,882,2
1,26176,26175,620,880,620,878,2
1,26176,26137,620,880,618,880,2
1,26175,26216,620,878,622,878,2
1,26175,26176,620,878,620,880,2
1,26175,26174,620,878,620,876,2
1,26175,26136,620,878,618,878,2
1,26174,26215,620,876,622,876,2
1,26174,26175,620,876,620,878,2
1,26174,26173,620,876,620,874,2
1,26174,26135,620,876,618,876,2
1,26173,26214,620,874,622,874,2
1,26173,26174,620,874,620,876,2
1,26173,26172,620,874,620,872,2
1,26173,26134,620,874,618,874,2
1,26172,26213,620,872,622,872,2
1,26172,26173,620,872,620,874,2
1,26172,26171,620,872,620,870,2
1,26172,26133,620,872,618,872,2
1,26171,26212,620,870,622,870,2
1,26171,26172,620,870,620,872,2
1,26171,26170,620,870,620,868,2
1,26171,26132,620,870,618,870,2
1,26170,26211,620,868,622,868,2
1,26170,26171,620,868,620,870,2
1,26170,26169,620,868,620,866,2
1,26170,26131,620,868,618,868,2
1,26169,26210,620,866,622,866,2
1,26169,26170,620,866,620,868,2
1,26169,26168,620,866,620,864,2
1,26169,26130,620,866,619,867,1.5
1,26168,26209,620,864,622,864,2
1,26168,26169,620,864,620,866,2
1,26168,26167,620,864,620,862,2
1,26167,26208,620,862,622,862,2
1,26167,26168,620,862,620,864,2
1,26167,26166,620,862,620,860,2
