timestep,agent_id,task_id,step,loc,row,col
0,3080,2913,6,2475992,1375,992
0,3080,2913,7,2475991,1375,991
0,3080,2913,8,2475990,1375,990
0,3080,2913,9,2475989,1375,989
0,3080,2913,10,2477789,1376,989
0,3080,2913,11,2479589,1377,989
0,3080,2913,12,2481389,1378,989
0,3080,2913,13,2483189,1379,989
0,3080,2913,14,2484989,1380,989
0,3080,2913,15,2486789,1381,989
0,3080,2913,16,2488589,1382,989
0,3080,2913,17,2490389,1383,989
0,3080,2913,18,2492189,1384,989
0,3080,2913,19,2493989,1385,989
0,3080,2913,20,2495789,1386,989
0,3080,2913,21,2497589,1387,989
0,3080,2913,22,2499389,1388,989
0,3080,2913,23,2501189,1389,989
0,3080,2913,24,2502989,1390,989
0,3080,2913,25,2504789,1391,989
0,3080,2913,26,2506589,1392,989
0,3080,2913,27,2508389,1393,989
0,3080,2913,28,2510189,1394,989
0,3080,2913,29,2511989,1395,989
0,3080,2913,30,2513789,1396,989
0,3080,2913,31,2515589,1397,989
0,3080,2913,32,2517389,1398,989
0,3080,2913,33,2519189,1399,989
0,3080,2913,34,2520989,1400,989
0,3080,2913,35,2522789,1401,989
0,3080,2913,36,2524589,1402,989
0,3081,6900,0,1487026,826,226
0,3081,6900,1,1485226,825,226
0,3081,6900,2,1483426,824,226
0,3081,6900,3,1481626,823,226
0,3081,6900,4,1481625,823,225
0,3082,4953,0,1974307,1096,1507
0,3082,4953,1,1974306,1096,1506
0,3082,4953,2,1974305,1096,1505
0,3082,4953,3,1974304,1096,1504
0,3082,4953,4,1974303,1096,1503
0,3082,4953,5,1974302,1096,1502
0,3082,4953,6,1974301,1096,1501
0,3082,4953,7,1974300,1096,1500
0,3082,4953,8,1974299,1096,1499
0,3082,4953,9,1974298,1096,1498
0,3082,4953,10,1974297,1096,1497
0,3082,4953,11,1976097,1097,1497
0,3083,5250,0,683112,379,912
0,3083,5250,1,681312,378,912
0,3083,5250,2,679512,377,912
0,3083,5250,3,679511,377,911
0,3083,5250,4,679510,377,910
0,3083,5250,5,679509,377,909
0,3083,5250,6,679508,377,908
0,3083,5250,7,679507,377,907
0,3083,5250,8,679506,377,906
0,3083,5250,9,679505,377,905
0,3083,5250,10,679504,377,904
0,3083,5250,11,679503,377,903
0,3083,5250,12,679502,377,902
0,3083,5250,13,679501,377,901
0,3083,5250,14,679500,377,900
0,3083,5250,15,679499,377,899
0,3083,5250,16,679498,377,898
0,3083,5250,17,679497,377,897
0,3084,3471,0,1747182,970,1182
0,3084,3471,1,1745382,969,1182
0,3084,3471,2,1743582,968,1182
0,3084,3471,3,1741782,967,1182
0,3084,3471,4,1739982,966,1182
0,3084,3471,5,1738182,965,1182
0,3084,3471,6,1736382,964,1182
0,3084,3471,7,1736381,964,1181
0,3085,6164,0,2992545,1662,945
0,3085,6164,1,2990745,1661,945
0,3085,6164,2,2988945,1660,945
0,3085,6164,3,2987145,1659,945
0,3085,6164,4,2985345,1658,945
0,3085,6164,5,2983545,1657,945
0,3085,6164,6,2981745,1656,945
0,3085,6164,7,2979945,1655,945
0,3085,6164,8,2978145,1654,945
0,3085,6164,9,2976345,1653,945
0,3085,6164,10,2976344,1653,944
0,3085,6164,11,2976343,1653,943
0,3085,6164,12,2976342,1653,942
0,3085,6164,13,2976341,1653,941
0,3085,6164,14,2976340,1653,940
0,3085,6164,15,2976339,1653,939
0,3085,6164,16,2976338,1653,938
0,3085,6164,17,2976337,1653,937
0,3085,6164,18,2976336,1653,936
0,3085,6164,19,2976335,1653,935
0,3085,6164,20,2976334,1653,934
0,3085,6164,21,2976333,1653,933
0,3085,6164,22,2976332,1653,932
0,3085,6164,23,2976331,1653,931
0,3085,6164,24,2976330,1653,930
0,3085,6164,25,2976329,1653,929
0,3085,6164,26,2976328,1653,928
0,3085,6164,27,2976327,1653,927
0,3085,6164,28,2976326,1653,926
0,3085,6164,29,2976325,1653,925
0,3085,6164,30,2976324,1653,924
0,3085,6164,31,2976323,1653,923
0,3085,6164,32,2976322,1653,922
0,3086,5634,0,1315092,730,1092
0,3086,5634,1,1315091,730,1091
0,3086,5634,2,1315090,730,1090
0,3086,5634,3,1315089,730,1089
0,3086,5634,4,1315088,730,1088
0,3086,5634,5,1315087,730,1087
0,3086,5634,6,1315086,730,1086
0,3086,5634,7,1315085,730,1085
0,3086,5634,8,1316885,731,1085
0,3086,5634,9,1318685,732,1085
0,3086,5634,10,1320485,733,1085
0,3086,5634,11,1322285,734,1085
0,3086,5634,12,1324085,735,1085
0,3087,5885,0,846967,470,967
0,3087,5885,1,846966,470,966
0,3087,5885,2,846965,470,965
0,3087,5885,3,846964,470,964
0,3087,5885,4,846963,470,963
0,3087,5885,5,846962,470,962
0,3087,5885,6,846961,470,961
0,3087,5885,7,846960,470,960
0,3087,5885,8,846959,470,959
0,3087,5885,9,846958,470,958
0,3087,5885,10,846957,470,957
0,3087,5885,11,848757,471,957
0,3087,5885,12,850557,472,957
0,3087,5885,13,852357,473,957
0,3087,5885,14,854157,474,957
0,3087,5885,15,855957,475,957
0,3087,5885,16,857757,476,957
0,3088,6692,0,299891,166,1091
0,3088,6692,1,298091,165,1091
0,3088,6692,2,296291,164,1091
0,3088,6692,3,294491,163,1091
0,3088,6692,4,292691,162,1091
0,3088,6692,5,290891,161,1091
0,3088,6692,6,289091,160,1091
0,3088,6692,7,287291,159,1091
0,3088,6692,8,285491,158,1091
0,3088,6692,9,283691,157,1091
0,3088,6692,10,281891,156,1091
0,3088,6692,11,280091,155,1091
0,3088,6692,12,278291,154,1091
0,3088,6692,13,276491,153,1091
0,3088,6692,14,274691,152,1091
0,3088,6692,15,272891,151,1091
0,3088,6692,16,271091,150,1091
0,3088,6692,17,269291,149,1091
0,3088,6692,18,267491,148,1091
0,3088,6692,19,267490,148,1090
0,3088,6692,20,267489,148,1089
0,3088,6692,21,267488,148,1088
0,3089,2752,0,1511173,839,973
0,3089,2752,1,1509373,838,973
0,3089,2752,2,1507573,837,973
0,3089,2752,3,1505773,836,973
0,3089,2752,4,1503973,835,973
0,3089,2752,5,1503974,835,974
0,3089,2752,6,1503975,835,975
0,3089,2752,7,1503976,835,976
0,3089,2752,8,1503977,835,977
0,3089,2752,9,1503978,835,978
0,3089,2752,10,1503979,835,979
0,3089,2752,11,1503980,835,980
0,3089,2752,12,1503981,835,981
0,3089,2752,13,1503982,835,982
0,3089,2752,14,1503983,835,983
0,3089,2752,15,1503984,835,984
0,3089,2752,16,1503985,835,985
0,3089,2752,17,1503986,835,986
0,3089,2752,18,1503987,835,987
0,3089,2752,19,1503988,835,988
0,3089,2752,20,1503989,835,989
0,3089,2752,21,1503990,835,990
0,3089,2752,22,1503991,835,991
0,3089,2752,23,1503992,835,992
0,3089,2752,24,1503993,835,993
0,3089,2752,25,1503994,835,994
0,3089,2752,26,1503995,835,995
0,3089,2752,27,1503996,835,996
0,3089,2752,28,1503997,835,997
0,3089,2752,29,1503998,835,998
0,3089,2752,30,1503999,835,999
0,3089,2752,31,1504000,835,1000
0,3089,2752,32,1504001,835,1001
0,3089,2752,33,1504002,835,1002
0,3089,2752,34,1504003,835,1003
0,3089,2752,35,1504004,835,1004
0,3089,2752,36,1504005,835,1005
0,3089,2752,37,1504006,835,1006
0,3089,2752,38,1504007,835,1007
0,3089,2752,39,1504008,835,1008
0,3089,2752,40,1504009,835,1009
0,3089,2752,41,1504010,835,1010
0,3089,2752,42,1504011,835,1011
0,3089,2752,43,1504012,835,1012
0,3089,2752,44,1504013,835,1013
0,3089,2752,45,1504014,835,1014
0,3089,2752,46,1504015,835,1015
0,3089,2752,47,1504016,835,1016
0,3089,2752,48,1504017,835,1017
0,3089,2752,49,1504018,835,1018
0,3089,2752,50,1504019,835,1019
0,3089,2752,51,1504020,835,1020
0,3089,2752,52,1504021,835,1021
0,3089,2752,53,1504022,835,1022
0,3089,2752,54,1504023,835,1023
0,3089,2752,55,1504024,835,1024
0,3089,2752,56,1504025,835,1025
0,3090,4046,0,776330,431,530
0,3090,4046,1,776329,431,529
0,3090,4046,2,776328,431,528
0,3090,4046,3,778128,432,528
0,3091,2155,0,757575,420,1575
0,3091,2155,1,759375,421,1575
0,3091,2155,2,761175,422,1575
0,3091,2155,3,762975,423,1575
0,3092,5049,0,1251443,695,443
0,3092,5049,1,1251442,695,442
0,3092,5049,2,1251441,695,441
0,3092,5049,3,1251440,695,440
0,3092,5049,4,1251439,695,439
0,3092,5049,5,1251438,695,438
0,3092,5049,6,1251437,695,437
0,3092,5049,7,1251436,695,436
0,3092,5049,8,1251435,695,435
0,3092,5049,9,1251434,695,434
0,3092,5049,10,1253234,696,434
0,3092,5049,11,1255034,697,434
0,3092,5049,12,1256834,698,434
0,3093,756,0,465653,258,1253
0,3093,756,1,465654,258,1254
0,3093,756,2,467454,259,1254
0,3093,756,3,469254,260,1254
0,3093,756,4,471054,261,1254
0,3094,7132,0,1466178,814,978
0,3094,7132,1,1464378,813,978
0,3094,7132,2,1462578,812,978
0,3094,7132,3,1460778,811,978
0,3094,7132,4,1458978,810,978
0,3094,7132,5,1457178,809,978
0,3094,7132,6,1455378,808,978
0,3094,7132,7,1453578,807,978
0,3094,7132,8,1451778,806,978
0,3094,7132,9,1449978,805,978
0,3094,7132,10,1448178,804,978
0,3094,7132,11,1446378,803,978
0,3094,7132,12,1446379,803,979
0,3094,7132,13,1446380,803,980
0,3094,7132,14,1446381,803,981
0,3094,7132,15,1446382,803,982
0,3095,5776,0,914813,508,413
0,3095,5776,1,914814,508,414
0,3095,5776,2,914815,508,415
0,3095,5776,3,914816,508,416
0,3095,5776,4,914817,508,417
0,3095,5776,5,914818,508,418
0,3095,5776,6,914819,508,419
0,3095,5776,7,914820,508,420
0,3095,5776,8,914821,508,421
0,3095,5776,9,914822,508,422
0,3095,5776,10,914823,508,423
0,3095,5776,11,914824,508,424
0,3095,5776,12,916624,509,424
0,3095,5776,13,918424,510,424
0,3096,6519,0,344541,191,741
0,3096,6519,1,342741,190,741
0,3096,6519,2,340941,189,741
0,3096,6519,3,340940,189,740
0,3096,6519,4,340939,189,739
0,3096,6519,5,340938,189,738
0,3096,6519,6,340937,189,737
0,3096,6519,7,340936,189,736
0,3096,6519,8,340935,189,735
0,3096,6519,9,340934,189,734
0,3096,6519,10,340933,189,733
0,3096,6519,11,340932,189,732
0,3096,6519,12,340931,189,731
0,3096,6519,13,340930,189,730
0,3096,6519,14,340929,189,729
0,3097,161,0,2296627,1275,1627
0,3097,161,1,2294827,1274,1627
0,3097,161,2,2293027,1273,1627
0,3097,161,3,2291227,1272,1627
0,3097,161,4,2289427,1271,1627
0,3097,161,5,2287627,1270,1627
0,3097,161,6,2285827,1269,1627
0,3097,161,7,2284027,1268,1627
0,3097,161,8,2282227,1267,1627
0,3097,161,9,2280427,1266,1627
0,3097,161,10,2278627,1265,1627
0,3097,161,11,2276827,1264,1627
0,3097,161,12,2275027,1263,1627
0,3097,161,13,2273227,1262,1627
0,3097,161,14,2273228,1262,1628
0,3097,161,15,2273229,1262,1629
0,3097,161,16,2273230,1262,1630
0,3097,161,17,2273231,1262,1631
0,3097,161,18,2273232,1262,1632
0,3098,6268,0,3010052,1672,452
0,3098,6268,1,3010053,1672,453
0,3098,6268,2,3010054,1672,454
0,3098,6268,3,3010055,1672,455
0,3098,6268,4,3010056,1672,456
0,3098,6268,5,3010057,1672,457
0,3098,6268,6,3010058,1672,458
0,3098,6268,7,3010059,1672,459
0,3098,6268,8,3010060,1672,460
0,3098,6268,9,3010061,1672,461
0,3098,6268,10,3010062,1672,462
0,3098,6268,11,3010063,1672,463
0,3098,6268,12,3011863,1673,463
0,3098,6268,13,3013663,1674,463
0,3098,6268,14,3015463,1675,463
0,3098,6268,15,3017263,1676,463
0,3099,3285,0,2141299,1189,1099
0,3099,3285,1,2141298,1189,1098
0,3099,3285,2,2141297,1189,1097
0,3099,3285,3,2141296,1189,1096
0,3099,3285,4,2143096,1190,1096
0,3099,3285,5,2144896,1191,1096
0,3099,3285,6,2146696,1192,1096
0,3099,3285,7,2148496,1193,1096
0,3099,3285,8,2150296,1194,1096
0,3099,3285,9,2152096,1195,1096
0,3099,3285,10,2153896,1196,1096
0,3099,3285,11,2155696,1197,1096
0,3099,3285,12,2157496,1198,1096
0,3099,3285,13,2159296,1199,1096
0,3099,3285,14,2161096,1200,1096
0,3099,3285,15,2162896,1201,1096
0,3099,3285,16,2164696,1202,1096
0,3099,3285,17,2166496,1203,1096
0,3099,3285,18,2168296,1204,1096
0,3099,3285,19,2170096,1205,1096
0,3099,3285,20,2171896,1206,1096
0,3099,3285,21,2173696,1207,1096
0,3099,3285,22,2175496,1208,1096
0,3099,3285,23,2177296,1209,1096
0,3099,3285,24,2179096,1210,1096
0,3100,4574,0,1946182,1081,382
0,3100,4574,1,1946183,1081,383
0,3100,4574,2,1946184,1081,384
0,3100,4574,3,1946185,1081,385
0,3100,4574,4,1946186,1081,386
0,3100,4574,5,1946187,1081,387
0,3100,4574,6,1946188,1081,388
0,3100,4574,7,1946189,1081,389
0,3100,4574,8,1946190,1081,390
0,3100,4574,9,1946191,1081,391
0,3100,4574,10,1946192,1081,392
0,3100,4574,11,1946193,1081,393
0,3100,4574,12,1946194,1081,394
0,3100,4574,13,1946195,1081,395
0,3100,4574,14,1946196,1081,396
0,3100,4574,15,1946197,1081,397
0,3100,4574,16,1946198,1081,398
0,3100,4574,17,1946199,1081,399
0,3100,4574,18,1946200,1081,400
0,3100,4574,19,1946201,1081,401
0,3100,4574,20,1946202,1081,402
0,3100,4574,21,1946203,1081,403
0,3100,4574,22,1946204,1081,404
0,3100,4574,23,1946205,1081,405
0,3100,4574,24,1946206,1081,406
0,3100,4574,25,1946207,1081,407
0,3100,4574,26,1948007,1082,407
0,3100,4574,27,1949807,1083,407
0,3100,4574,28,1951607,1084,407
0,3100,4574,29,1953407,1085,407
0,3100,4574,30,1955207,1086,407
0,3100,4574,31,1957007,1087,407
0,3100,4574,32,1958807,1088,407
0,3100,4574,33,1960607,1089,407
0,3100,4574,34,1962407,1090,407
0,3100,4574,35,1964207,1091,407
0,3100,4574,36,1966007,1092,407
0,3100,4574,37,1967807,1093,407
0,3100,4574,38,1969607,1094,407
0,3101,4455,0,2705948,1503,548
0,3101,4455,1,2704148,1502,548
0,3101,4455,2,2702348,1501,548
0,3101,4455,3,2700548,1500,548
0,3101,4455,4,2700549,1500,549
0,3101,4455,5,2700550,1500,550
0,3101,4455,6,2700551,1500,551
0,3101,4455,7,2700552,1500,552
0,3101,4455,8,2700553,1500,553
0,3101,4455,9,2700554,1500,554
0,3101,4455,10,2700555,1500,555
0,3101,4455,11,2700556,1500,556
0,3101,4455,12,2700557,1500,557
0,3101,4455,13,2700558,1500,558
0,3101,4455,14,2700559,1500,559
0,3101,4455,15,2700560,1500,560
0,3101,4455,16,2700561,1500,561
0,3101,4455,17,2700562,1500,562
0,3101,4455,18,2700563,1500,563
0,3101,4455,19,2700564,1500,564
0,3101,4455,20,2700565,1500,565
0,3101,4455,21,2700566,1500,566
0,3101,4455,22,2700567,1500,567
0,3101,4455,23,2700568,1500,568
0,3102,6469,0,1545246,858,846
0,3102,6469,1,1545245,858,845
0,3102,6469,2,1545244,858,844
0,3102,6469,3,1545243,858,843
0,3102,6469,4,1545242,858,842
0,3102,6469,5,1547042,859,842
0,3102,6469,6,1548842,860,842
0,3102,6469,7,1550642,861,842
0,3102,6469,8,1552442,862,842
0,3102,6469,9,1554242,863,842
0,3102,6469,10,1556042,864,842
0,3103,2198,0,461328,256,528
0,3103,2198,1,459528,255,528
0,3103,2198,2,457728,254,528
0,3103,2198,3,455928,253,528
0,3103,2198,4,454128,252,528
0,3103,2198,5,452328,251,528
0,3103,2198,6,450528,250,528
0,3103,2198,7,448728,249,528
0,3103,2198,8,446928,248,528
0,3103,2198,9,446929,248,529
0,3103,2198,10,446930,248,530
0,3104,361,0,265676,147,1076
0,3104,361,1,263876,146,1076
0,3104,361,2,262076,145,1076
0,3104,361,3,260276,144,1076
0,3104,361,4,258476,143,1076
0,3104,361,5,256676,142,1076
0,3104,361,6,256675,142,1075
0,3104,361,7,256674,142,1074
0,3104,361,8,256673,142,1073
0,3104,361,9,256672,142,1072
0,3104,361,10,256671,142,1071
0,3104,361,11,256670,142,1070
0,3104,361,12,256669,142,1069
0,3104,361,13,256668,142,1068
0,3104,361,14,256667,142,1067
0,3105,1209,0,2204842,1224,1642
0,3105,1209,1,2204843,1224,1643
0,3105,1209,2,2206643,1225,1643
0,3105,1209,3,2208443,1226,1643
0,3105,1209,4,2210243,1227,1643
0,3105,1209,5,2212043,1228,1643
0,3105,1209,6,2213843,1229,1643
0,3105,1209,7,2215643,1230,1643
0,3105,1209,8,2217443,1231,1643
0,3105,1209,9,2219243,1232,1643
0,3105,1209,10,2221043,1233,1643
0,3105,1209,11,2222843,1234,1643
0,3105,1209,12,2224643,1235,1643
0,3106,3639,0,1601881,889,1681
0,3106,3639,1,1600081,888,1681
0,3106,3639,2,1598281,887,1681
0,3106,3639,3,1596481,886,1681
0,3106,3639,4,1594681,885,1681
0,3106,3639,5,1592881,884,1681
0,3106,3639,6,1591081,883,1681
0,3106,3639,7,1589281,882,1681
0,3106,3639,8,1587481,881,1681
0,3106,3639,9,1585681,880,1681
0,3106,3639,10,1583881,879,1681
0,3106,3639,11,1582081,878,1681
0,3106,3639,12,1580281,877,1681
0,3106,3639,13,1580280,877,1680
0,3106,3639,14,1580279,877,1679
0,3107,2233,0,2802337,1556,1537
0,3107,2233,1,2800537,1555,1537
0,3107,2233,2,2798737,1554,1537
0,3107,2233,3,2796937,1553,1537
0,3107,2233,4,2795137,1552,1537
0,3107,2233,5,2793337,1551,1537
0,3107,2233,6,2791537,1550,1537
0,3107,2233,7,2791538,1550,1538
0,3107,2233,8,2791539,1550,1539
0,3107,2233,9,2791540,1550,1540
0,3107,2233,10,2791541,1550,1541
0,3107,2233,11,2791542,1550,1542
0,3107,2233,12,2791543,1550,1543
0,3107,2233,13,2791544,1550,1544
0,3107,2233,14,2791545,1550,1545
0,3107,2233,15,2791546,1550,1546
0,3107,2233,16,2791547,1550,1547
0,3107,2233,17,2791548,1550,1548
0,3107,2233,18,2791549,1550,1549
0,3107,2233,19,2791550,1550,1550
0,3107,2233,20,2791551,1550,1551
0,3107,2233,21,2791552,1550,1552
0,3107,2233,22,2791553,1550,1553
0,3107,2233,23,2791554,1550,1554
0,3107,2233,24,2791555,1550,1555
0,3107,2233,25,2791556,1550,1556
0,3107,2233,26,2791557,1550,1557
0,3107,2233,27,2791558,1550,1558
0,3107,2233,28,2791559,1550,1559
0,3108,2745,0,2608528,1449,328
0,3108,2745,1,2606728,1448,328
0,3108,2745,2,2604928,1447,328
0,3108,2745,3,2603128,1446,328
0,3108,2745,4,2601328,1445,328
0,3108,2745,5,2599528,1444,328
0,3108,2745,6,2597728,1443,328
0,3108,2745,7,2595928,1442,328
0,3108,2745,8,2595929,1442,329
0,3108,2745,9,2595930,1442,330
0,3108,2745,10,2595931,1442,331
0,3108,2745,11,2595932,1442,332
0,3108,2745,12,2595933,1442,333
0,3108,2745,13,2595934,1442,334
0,3108,2745,14,2595935,1442,335
0,3108,2745,15,2595936,1442,336
0,3108,2745,16,2595937,1442,337
0,3108,2745,17,2595938,1442,338
0,3108,2745,18,2595939,1442,339
0,3109,6355,0,287088,159,888
0,3109,6355,1,285288,158,888
0,3109,6355,2,283488,157,888
0,3109,6355,3,281688,156,888
0,3109,6355,4,279888,155,888
0,3109,6355,5,278088,154,888
0,3109,6355,6,276288,153,888
0,3109,6355,7,274488,152,888
0,3109,6355,8,272688,151,888
0,3109,6355,9,272687,151,887
0,3109,6355,10,272686,151,886
0,3110,6319,0,2017192,1120,1192
0,3110,6319,1,2017191,1120,1191
0,3110,6319,2,2017190,1120,1190
0,3110,6319,3,2017189,1120,1189
0,3110,6319,4,2017188,1120,1188
0,3110,6319,5,2017187,1120,1187
0,3110,6319,6,2017186,1120,1186
0,3110,6319,7,2017185,1120,1185
0,3110,6319,8,2017184,1120,1184
0,3110,6319,9,2017183,1120,1183
0,3110,6319,10,2018983,1121,1183
0,3110,6319,11,2020783,1122,1183
0,3110,6319,12,2022583,1123,1183
0,3110,6319,13,2024383,1124,1183
0,3110,6319,14,2026183,1125,1183
0,3110,6319,15,2027983,1126,1183
0,3110,6319,16,2029783,1127,1183
0,3110,6319,17,2031583,1128,1183
0,3110,6319,18,2033383,1129,1183
0,3110,6319,19,2035183,1130,1183
0,3111,4390,0,591032,328,632
0,3111,4390,1,591033,328,633
0,3111,4390,2,591034,328,634
0,3111,4390,3,592834,329,634
0,3111,4390,4,594634,330,634
0,3111,4390,5,596434,331,634
0,3111,4390,6,598234,332,634
0,3111,4390,7,600034,333,634
0,3112,1472,0,1182876,657,276
0,3112,1472,1,1182877,657,277
0,3112,1472,2,1182878,657,278
0,3112,1472,3,1182879,657,279
0,3112,1472,4,1182880,657,280
0,3112,1472,5,1182881,657,281
0,3112,1472,6,1182882,657,282
0,3112,1472,7,1182883,657,283
0,3112,1472,8,1182884,657,284
0,3112,1472,9,1182885,657,285
0,3112,1472,10,1182886,657,286
0,3112,1472,11,1184686,658,286
0,3112,1472,12,1186486,659,286
0,3113,985,0,1037725,576,925
0,3113,985,1,1035925,575,925
0,3113,985,2,1034125,574,925
0,3113,985,3,1032325,573,925
0,3113,985,4,1030525,572,925
0,3113,985,5,1028725,571,925
0,3113,985,6,1028726,571,926
0,3113,985,7,1028727,571,927
0,3113,985,8,1028728,571,928
0,3113,985,9,1028729,571,929
0,3113,985,10,1028730,571,930
0,3113,985,11,1028731,571,931
0,3113,985,12,1028732,571,932
0,3113,985,13,1028733,571,933
0,3113,985,14,1028734,571,934
0,3113,985,15,1028735,571,935
0,3113,985,16,1028736,571,936
0,3113,985,17,1028737,571,937
0,3114,6722,0,3095020,1719,820
0,3114,6722,1,3095019,1719,819
0,3114,6722,2,3095018,1719,818
0,3114,6722,3,3095017,1719,817
0,3114,6722,4,3095016,1719,816
0,3114,6722,5,3096816,1720,816
0,3114,6722,6,3098616,1721,816
0,3114,6722,7,3100416,1722,816
0,3114,6722,8,3102216,1723,816
0,3115,5833,0,2955134,1641,1334
0,3115,5833,1,2955133,1641,1333
0,3115,5833,2,2955132,1641,1332
0,3115,5833,3,2955131,1641,1331
0,3115,5833,4,2955130,1641,1330
0,3115,5833,5,2955129,1641,1329
0,3115,5833,6,2955128,1641,1328
0,3115,5833,7,2955127,1641,1327
0,3115,5833,8,2955126,1641,1326
0,3115,5833,9,2955125,1641,1325
0,3115,5833,10,2955124,1641,1324
0,3115,5833,11,2955123,1641,1323
0,3115,5833,12,2955122,1641,1322
0,3115,5833,13,2955121,1641,1321
0,3115,5833,14,2955120,1641,1320
0,3115,5833,15,2955119,1641,1319
0,3115,5833,16,2955118,1641,1318
0,3116,897,0,715823,397,1223
0,3116,897,1,715824,397,1224
0,3116,897,2,717624,398,1224
0,3116,897,3,719424,399,1224
0,3116,897,4,721224,400,1224
0,3116,897,5,723024,401,1224
0,3116,897,6,724824,402,1224
0,3116,897,7,726624,403,1224
0,3116,897,8,728424,404,1224
0,3116,897,9,730224,405,1224
